datasets/english/english1MB.txt,1000,144
datasets/english/english1MB.txt,900,145
datasets/english/english1MB.txt,800,144
datasets/english/english1MB.txt,700,144
datasets/english/english1MB.txt,600,144
datasets/english/english1MB.txt,500,145
datasets/english/english1MB.txt,400,144
datasets/english/english1MB.txt,300,145
datasets/english/english1MB.txt,200,143
datasets/english/english1MB.txt,100,146
